title,category,publish_date,article_url
"Laba Bersih BNI di 2022 Cetak Rekor Tertinggi, Ini Kuncinya",detikFinance,"Kamis, 02 Feb 2023 17:26 WIB",https://finance.detik.com/moneter/d-6548199/laba-bersih-bni-di-2022-cetak-rekor-tertinggi-ini-kuncinya
"Emiten Bank Raksasa Dulang Cuan Jumbo, Bagaimana Prospek Sahamnya?",detikFinance,"Senin, 30 Jan 2023 06:30 WIB",https://finance.detik.com/portofolio/d-6541057/emiten-bank-raksasa-dulang-cuan-jumbo-bagaimana-prospek-sahamnya
"Emiten SCTV dan Sandiaga Masuk LQ45, Ini Daftar Terbarunya",detikFinance,"Kamis, 26 Jan 2023 11:06 WIB",https://finance.detik.com/bursa-dan-valas/d-6535116/emiten-sctv-dan-sandiaga-masuk-lq45-ini-daftar-terbarunya
"Sepanjang 2022 Harga Saham BNI Naik 36,7%",detikFinance,"Selasa, 24 Jan 2023 20:50 WIB",https://finance.detik.com/bursa-dan-valas/d-6532256/sepanjang-2022-harga-saham-bni-naik-36-7
"BNI Mandi Cuan, Sepanjang 2022 Kantongi Laba Bersih Rp 18,31 T",detikFinance,"Selasa, 24 Jan 2023 17:45 WIB",https://finance.detik.com/bursa-dan-valas/d-6532033/bni-mandi-cuan-sepanjang-2022-kantongi-laba-bersih-rp-18-31-t
Forum Bisnis LCSF 2022 Dorong Penggunaan Mata Uang Lokal RI-Jepang,detikFinance,"Selasa, 10 Jan 2023 09:01 WIB",https://finance.detik.com/moneter/d-6506489/forum-bisnis-lcsf-2022-dorong-penggunaan-mata-uang-lokal-ri-jepang
Kerja Sama BNI & Pabrik Baja GRP Dinilai Dorong Ekonomi Berkelanjutan,detikFinance,"Senin, 09 Jan 2023 20:45 WIB",https://finance.detik.com/moneter/d-6506772/kerja-sama-bni-pabrik-baja-grp-dinilai-dorong-ekonomi-berkelanjutan
"Dorong UMKM Go Global, BNI Sediakan Dana KUR Rp 36 Triliun di 2023",detikFinance,"Senin, 09 Jan 2023 16:18 WIB",https://finance.detik.com/moneter/d-6506163/dorong-umkm-go-global-bni-sediakan-dana-kur-rp-36-triliun-di-2023
"Jadi Bank Digital, Direksi dan Komisaris Bank Mayora Dirombak",detikFinance,"Jumat, 06 Jan 2023 22:01 WIB",https://finance.detik.com/moneter/d-6502617/jadi-bank-digital-direksi-dan-komisaris-bank-mayora-dirombak
"Kinerja Solid, Saham BNI Naik 36,67% Sepanjang 2022",detikFinance,"Jumat, 30 Des 2022 21:46 WIB",https://finance.detik.com/bursa-dan-valas/d-6490484/kinerja-solid-saham-bni-naik-36-67-sepanjang-2022
Mantap! Volume Transaksi BNIDirect Naik 41% di 2022,detikFinance,"Kamis, 29 Des 2022 17:30 WIB",https://finance.detik.com/moneter/d-6488064/mantap-volume-transaksi-bnidirect-naik-41-di-2022
"Loyo Lagi, IHSG Hari Ini Dibuka Anjlok Cukup Dalam",detikFinance,"Senin, 19 Des 2022 09:19 WIB",https://finance.detik.com/bursa-dan-valas/d-6468872/loyo-lagi-ihsg-hari-ini-dibuka-anjlok-cukup-dalam
